assign_row,assign_col,area
43.0,9.0,80806.32655925161
38.0,7.0,90001.34771896634
38.0,7.0,14338.367965999118
38.0,7.0,21984.735578823675
37.0,6.0,79921.1242053775
38.0,7.0,22778.478864763703
37.0,7.0,25902.89109177957
39.0,8.0,212084.46419717625
43.0,9.0,16943.499029094874
43.0,9.0,35977.8336899587
37.0,7.0,35887.572268668366
41.0,8.0,52541.0671004788
41.0,10.0,10052.19482182816
38.0,8.0,28922.21255172215
38.0,7.0,8078.943944648359
38.0,8.0,7806.296631170585
38.0,9.0,28713.422680978496
37.0,8.0,7615.645723579551
37.0,8.0,2437.9209730314624
42.0,7.0,16704.61376922274
44.0,5.0,222931.18227109607
44.0,5.0,92675.66314904983
41.0,5.0,44574.45522181136
27.0,3.0,330890.62142965983
28.0,15.0,39320.28135276458
28.0,15.0,88256.02096535727
28.0,16.0,38216.36824533286
28.0,16.0,5703.664920074664
18.0,22.0,17830.741760445133
18.0,22.0,6008.4939072601865
26.0,3.0,27181.93150343927
18.0,22.0,38534.15531965228
18.0,22.0,172922.31350044152
18.0,20.0,58625.438072393845
34.0,20.0,63114.30836311534
24.0,2.0,89216.82135653918
25.0,2.0,26729.96220910174
24.0,2.0,145861.60140112526
27.0,4.0,105630.55495368094
5.0,40.0,91443.06083060632
28.0,5.0,64634.87449957214
27.0,4.0,31264.494668385796
26.0,4.0,52966.71162337456
26.0,4.0,123096.9039744118
24.0,2.0,6652.031546816567
20.0,18.0,124880.7510158447
19.0,5.0,416991.93297983945
2.0,12.0,1056024.1337311591
2.0,14.0,34398.91354778996
21.0,51.0,638583.5209338156
23.0,51.0,459397.01746406924
5.0,10.0,149256.52954533178
17.0,48.0,138966.27858641528
17.0,47.0,94332.08945560275
16.0,35.0,342515.64238671056
5.0,45.0,101206.7640413605
4.0,18.0,85898.86541544629
37.0,18.0,19209.680642812025
22.0,32.0,51563.86485314792
27.0,36.0,14288.749316815243
26.0,14.0,95681.83965328292
21.0,18.0,114741.98253628565
31.0,35.0,76384.12330799786
21.0,32.0,4903.150022975414
22.0,19.0,56438.49485793631
